"Image type","Feature Class","Feature Name","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_203","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_204","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_205","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_206","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_208","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_209","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_210","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_211","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_212","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_214","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_215","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_226","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7001","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7003","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7005","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7006","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7007","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7008","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7009","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7015"
"original","gldm","LargeDependenceEmphasis","31.0","79.25531914893617","94.0761154855643","138.32533733133434","41.902325581395345","148.21212121212122","39.40425531914894","142.11864406779662","70.73109243697479","58.01052631578948","36.416058394160586","234.5068870523416","292.03865546218486","289.8018433179723","34.46341463414634","4.666666666666667","63.42857142857143","337.8203125","167.8452380952381","20.257142857142856"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","34.0","124.87234042553192","118.0997375328084","574.2743628185907","52.8","154.12121212121212","168.89007092198582","568.7966101694915","79.65546218487395","242.34105263157895","139.007299270073","1048.9201101928375","1246.2067226890756","304.02073732718895","40.97560975609756","5.166666666666667","64.39285714285714","340.57421875","681.0178571428571","21.885714285714286"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","30.25","67.85106382978724","88.07020997375328","34.0007496251874","39.17790697674418","146.7348484848485","9.54265169424744","35.54331450094162","68.5","14.217953216374267","10.768248175182482","55.56382001836547","70.84491129785248","286.2471198156682","32.83536585365854","4.541666666666667","63.1875","337.1318359375","41.701554232804234","19.85"
"original","gldm","LowGrayLevelEmphasis","0.875","0.7393617021276596","0.7933070866141733","0.2287189738464101","0.7802325581395348","0.9375","0.23020094562647755","0.263653483992467","0.8487394957983193","0.23023391812865499","0.4032846715328467","0.21939087848178757","0.22810457516339872","0.918778801843318","0.8353658536585366","0.875","0.9196428571428571","0.9677734375","0.24818121693121692","0.8928571428571429"
"original","gldm","SmallDependenceEmphasis","0.121515731292517","0.039130642979427616","0.04990703149495634","0.04097105221957747","0.08712792831002528","0.028114966479208726","0.10368079538430022","0.1279624600349961","0.06367208361085806","0.07247448528636516","0.1986500023384945","0.03589195598056829","0.03292547514479505","0.024333375335241682","0.092555097910591","0.4537037037037037","0.08185563249803327","0.015597273918518138","0.04476743890693816","0.19897744574020085"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","0.27429350907029476","0.11493568185784478","0.16105211033430777","0.29719743581548375","0.26069951508426986","0.08266713677914689","0.692629012900479","0.8338837384450692","0.17588825579401707","0.4658975831075086","0.5794540239525181","0.23928057742878442","0.23006670224933742","0.08374484632626934","0.19214859384555036","0.9537037037037037","0.2425699182123189","0.04790023416511679","0.18161761256814785","0.42278696954972467"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.08332128684807255","0.020179383259823318","0.022120761785118473","0.008538618361945218","0.04373503161646414","0.014476923904224184","0.02292872480702418","0.045644099001216076","0.03561804056506833","0.014633251150130892","0.10344899693498859","0.008712015916665622","0.008860357722065074","0.009480507587484767","0.06765672392685117","0.3287037037037037","0.04167706106946183","0.007521533856868478","0.01905759385934261","0.1430250647878199"
"original","glrlm","GrayLevelNonUniformity","20.762106473085172","107.5882067989172","149.02777846461083","264.7756332099494","98.47734338770455","124.91728294194641","152.99227834526476","25.16914677456372","56.295434828130176","258.00764163940926","74.90888660495433","191.34614853364062","144.07133348623523","124.57423599016003","21.65436438586619","3.7733333333333334","16.306959840019157","77.95259147368996","75.38317267770388","22.199878564924695"
"original","glrlm","GrayLevelNonUniformityNormalized","0.6917632888664836","0.5256425211364785","0.5527662380836199","0.6318324979919152","0.5593834221470918","0.7810948780947882","0.6628295827113699","0.6727003343837706","0.629178148479405","0.6978940649738635","0.6486910578234822","0.5178928952313878","0.5549938039523926","0.6684827218797635","0.6298469291538349","0.6968888888888889","0.7565900697320713","0.8130174707400889","0.7598324148066264","0.7321119618496098"
"original","glrlm","GrayLevelVariance","0.1541183555667582","0.23717873943176077","0.22361688095819005","0.1875951792657808","0.22030828892645407","0.10945256095260596","0.17391163220729242","0.1875092062096249","0.1854109257602975","0.15257584266606494","0.17565447108825888","0.2558305443618863","0.2336230386746992","0.16575863906011826","0.18507653542308253","0.15155555555555558","0.12170496513396427","0.09349126462995552","0.1274418272771669","0.13394401907519513"
"original","glrlm","HighGrayLevelRunEmphasis","1.573638196235813","2.1670591307904243","2.0413689700437767","5.168812812184521","1.984556730177909","1.3766995587462838","4.988562676620221","4.528381906624498","1.7410024657713987","4.901757383302992","3.315891923261144","5.813985442016723","5.52940465570292","1.6306355933430048","1.7436534983075567","1.56","1.4323260738557342","1.314293005152282","4.516651204098263","1.4803397450259979"
"original","glrlm","LongRunEmphasis","1.770687466972964","2.6611601671134033","3.104004132850005","3.778012357378258","1.8637918242797782","4.315644418313234","1.8186606606174023","3.5037375400384723","2.522931711426117","2.2611814676062676","1.7881060394772288","6.313522736708809","8.761552518021402","8.841813091960447","1.8614078643123473","1.36","2.5456299915734872","10.924174338470644","4.384268828146199","1.6097577577339406"
"original","glrlm","LongRunHighGrayLevelEmphasis","2.4628130581667604","4.961667929737974","4.767316233509537","16.975319495447295","3.2069854238710964","4.913939313858125","8.604022846553953","14.543332066778387","3.587949393059309","10.289509841068455","6.298394193719256","29.92971479894141","38.937246693210454","10.028154818874295","2.8063533724765177","1.9200000000000004","3.0212252961984523","11.379417251899715","18.362408562888803","2.1653326124778065"
"original","glrlm","LongRunLowGrayLevelEmphasis","1.5976560691745147","2.086033226457261","2.688176107685121","0.8960104919552906","1.5279934243819489","4.16607069442701","0.42356405003130276","0.8983365418694287","2.256677291017819","0.5325641849549747","0.6605340009167223","1.4583675337907258","2.090155642109429","8.545227660231983","1.6251714872713048","1.22","2.426731165417246","10.810363610113372","1.087021983942799","1.4708640440479739"
"original","glrlm","LowGrayLevelRunEmphasis","0.8565904509410469","0.7082352173023939","0.7396577574890559","0.2207978818815525","0.7538608174555227","0.905825110313429","0.22836603841762246","0.2724021568598106","0.8147493835571502","0.22679733436841862","0.4210270191847138","0.20845148130092117","0.21536840053246525","0.8423411016642489","0.8140866254231109","0.8600000000000001","0.8919184815360665","0.9214267487119294","0.249529278189742","0.8799150637435006"
"original","glrlm","RunEntropy","1.3629179713546609","2.0681940129647023","2.0585488076281444","2.25906321294329","1.6825910618096978","2.011387954319697","1.5910726582631023","2.0938269435496686","1.7631463128640081","1.6480494021370478","1.4557427074559812","2.848421768464007","3.008069458644864","2.8117538852657242","1.4727479387887064","1.082579325332142","1.4080126387032812","2.6318319608517706","2.192722523231981","1.175699298519323"
"original","glrlm","RunLengthNonUniformity","22.0028494662876","120.99115601063484","153.48847618533202","198.0734165489783","124.8472190915014","72.19326168953552","162.40388681963623","16.82210729718488","56.7506449182157","248.9380833161443","86.71619396813395","135.09540348008755","77.62522970916267","51.06071532664968","25.744683976886652","4.4399999999999995","14.012825628770887","22.820665972878576","43.304238257786714","23.924420051680407"
"original","glrlm","RunLengthNonUniformityNormalized","0.7155034952001952","0.5651817978846534","0.5461374988806676","0.46080816933170876","0.6952276686704377","0.41733441182134495","0.6957283616721799","0.4367268196485216","0.6035856047323263","0.655523176118866","0.7391784031116148","0.3615878563230721","0.2962023623842617","0.2652545127954466","0.7304688918356533","0.8080000000000002","0.6201973316437088","0.22786237892233688","0.4234358830913322","0.7835316658042153"
"original","glrlm","RunPercentage","0.8310185185185185","0.7236770321876704","0.6997779123763377","0.625764041056395","0.8178890876565296","0.6008158508158508","0.8180578286961266","0.6271186440677966","0.7478991596638657","0.7765182186234818","0.8399775407074679","0.5079465988556897","0.4350355526826115","0.4275079758950727","0.8330206378986867","0.9","0.760989010989011","0.3722956730769231","0.5874542124542124","0.8649350649350649"
"original","glrlm","RunVariance","0.234022111308362","0.5632818907124002","0.7774568001341995","1.0508844896039613","0.2963385449549773","0.9701449152100113","0.2871771578935354","0.735254913016573","0.5053627009429154","0.4905346049261873","0.30510144865170613","2.2462178900500303","3.2159224244431055","2.794843749095842","0.2993871088941556","0.096","0.46314044513032476","2.7547368121963562","1.2438213904403215","0.24271792880592855"
"original","glrlm","ShortRunEmphasis","0.8552085368304096","0.7625158488072119","0.749173609604055","0.6925534625929723","0.8523164592591935","0.6163727258091792","0.8563940485831141","0.6546594445469629","0.777886791402072","0.8265013330822966","0.8781240633566809","0.6158611881120102","0.5474506066743237","0.49414782151804165","0.8654660385006259","0.9100000000000001","0.7816339070751164","0.3907919756877631","0.6579954278501005","0.9025468887267892"
"original","glrlm","ShortRunHighGrayLevelEmphasis","1.399224884326727","1.7351224631542572","1.6601448499884932","3.813177638378776","1.768632995121215","0.9500529897477983","4.3504335799072384","3.1470196848123493","1.4507093230625283","4.141909947022032","2.8708686485505694","3.8882213790336198","3.397101894755912","1.0303778130702501","1.5587965343440293","1.4700000000000002","1.203142673238543","0.6698475037708472","3.080336106002749","1.3745271771174685"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.7192044499563305","0.5193641952204506","0.5214307995079455","0.14743205375695212","0.623237325293688","0.5329526598245246","0.19423414198132974","0.1860670179965513","0.6096811584869578","0.18525191121149684","0.3799379170582087","0.12297180327601692","0.11117841852449899","0.36009032362998944","0.6921334145397751","0.7699999999999999","0.6762567155342598","0.3210280936669921","0.1659252687493758","0.7845518166291199"
"original","glszm","GrayLevelNonUniformity","2.6","5.0","11.533333333333333","17.608695652173914","12.5","5.285714285714286","14.333333333333334","3.75","5.285714285714286","17.70967741935484","16.5625","10.454545454545455","10.529411764705882","9.181818181818182","2.6","1.6666666666666667","1.6666666666666667","3.4","2.4285714285714284","3.5714285714285716"
"original","glszm","GrayLevelNonUniformityNormalized","0.52","0.625","0.7688888888888888","0.7655954631379962","0.625","0.7551020408163265","0.5972222222222222","0.46875","0.7551020408163265","0.5712799167533819","0.517578125","0.47520661157024796","0.6193771626297578","0.8347107438016529","0.52","0.5555555555555556","0.5555555555555556","0.68","0.3469387755102041","0.5102040816326531"
"original","glszm","GrayLevelVariance","0.24","0.1875","0.11555555555555555","0.3440453686200378","0.1875","0.12244897959183672","0.3888888888888889","0.734375","0.12244897959183672","0.2830385015608741","0.2412109375","0.5227272727272727","0.5951557093425606","0.08264462809917356","0.24","0.2222222222222222","0.2222222222222222","0.16000000000000003","0.5714285714285714","0.24489795918367346"
"original","glszm","HighGrayLevelZoneEmphasis","2.8","3.25","3.6","8.08695652173913","3.25","3.5714285714285716","7.5","6.375","3.5714285714285716","7.451612903225806","2.78125","6.7727272727272725","7.294117647058823","3.727272727272727","2.8","2.0","3.0","3.4","4.571428571428571","2.2857142857142856"
"original","glszm","LargeAreaEmphasis","171.2","3994.5","5247.933333333333","13335.695652173914","445.55","8400.0","2044.5","338.875","1324.142857142857","4469.903225806452","136.78125","13532.272727272728","14157.117647058823","13722.545454545454","198.2","6.0","210.0","12016.0","3273.4285714285716","99.0"
"original","glszm","LargeAreaHighGrayLevelEmphasis","179.6","5955.0","5866.533333333334","53780.565217391304","517.7","8501.142857142857","8307.958333333334","1357.875","1428.7142857142858","17993.870967741936","538.3125","58184.63636363636","59082.05882352941","14044.09090909091","215.6","7.0","215.0","12049.0","13170.714285714286","103.71428571428571"
"original","glszm","LargeAreaLowGrayLevelEmphasis","169.1","3504.375","5093.283333333334","3321.8212560386473","427.5125","8374.714285714286","507.5706018518519","84.81944444444444","1298.0","1114.323476702509","36.3984375","3270.7474747474744","3471.2418300653594","13642.15909090909","193.85","5.75","208.75","12007.75","816.4087301587302","97.82142857142857"
"original","glszm","LowGrayLevelZoneEmphasis","0.55","0.4375","0.35","0.19444444444444445","0.4375","0.35714285714285715","0.20833333333333334","0.3506944444444444","0.35714285714285715","0.1756272401433692","0.5546875","0.2638888888888889","0.2761437908496732","0.3181818181818182","0.55","0.75","0.5","0.4","0.4246031746031746","0.6785714285714286"
"original","glszm","SizeZoneNonUniformity","1.4","1.75","4.866666666666666","8.91304347826087","3.2","2.142857142857143","12.416666666666666","6.25","1.5714285714285714","7.0","12.25","7.181818181818182","10.176470588235293","3.909090909090909","1.0","1.6666666666666667","1.0","1.4","2.7142857142857144","2.7142857142857144"
"original","glszm","SizeZoneNonUniformityNormalized","0.28","0.21875","0.3244444444444444","0.387523629489603","0.16","0.30612244897959184","0.5173611111111112","0.78125","0.22448979591836735","0.22580645161290322","0.3828125","0.32644628099173556","0.5986159169550173","0.35537190082644626","0.2","0.5555555555555556","0.3333333333333333","0.28","0.3877551020408163","0.3877551020408163"
"original","glszm","SmallAreaEmphasis","0.47246003435064077","0.37709409321589316","0.5744302376811432","0.6287609775904005","0.33126727431597747","0.5006373599686897","0.7298973341802194","0.8750462278106509","0.37366662269709355","0.45926963436784474","0.6399931319846041","0.5839264632356836","0.7806196015271427","0.6010893490875812","0.2849303387674876","0.6875","0.4172","0.4540849645980841","0.5887364241195213","0.623227200150277"
"original","glszm","SmallAreaHighGrayLevelEmphasis","1.2891267010173073","1.5075872904948047","2.097718306096474","4.963195910949789","1.3167880362204805","2.002542121873452","5.636201332843892","5.875184911242603","1.4946190036494744","3.5012570787103594","1.829660027938416","3.7490242256585247","5.61381044188146","2.4043555753641885","0.5390970054341543","1.6875","1.6672","1.816329862557268","1.5843107758431647","1.5279891049121819"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.2682933676839741","0.09447079389616533","0.19360822057731059","0.14715703665179303","0.08488708383985169","0.1251611694924993","0.16256844476386006","0.31945600139710717","0.09342852745899836","0.0900956032349644","0.342576407996151","0.17069583609543515","0.24359829154495707","0.15027279251842954","0.22138867210082092","0.4375","0.1047","0.11352374010828821","0.3590668220792631","0.3970367239598009"
"original","glszm","ZoneEntropy","2.321928094887361","2.4056390622295645","2.463458298648301","2.566190216550319","3.308694969562837","1.8423709931771075","2.197338796187551","1.2987949406953976","2.2359263506290312","3.1866483258877993","2.8540301730294613","3.259141984247898","1.8536882264834496","1.8676338909712105","2.321928094887361","1.5849625007211552","1.5849625007211552","1.9219280948873614","2.2359263506290312","2.2359263506290312"
"original","glszm","ZonePercentage","0.1388888888888889","0.028368794326241134","0.03937007874015748","0.034482758620689655","0.09302325581395349","0.026515151515151516","0.0851063829787234","0.13559322033898305","0.058823529411764705","0.06526315789473684","0.23357664233576642","0.030303030303030304","0.02857142857142857","0.02534562211981567","0.12195121951219512","0.5","0.10714285714285714","0.01953125","0.041666666666666664","0.2"
"original","glszm","ZoneVariance","119.36","2751.9375","4602.7733333333335","12494.695652173912","329.9875","6977.632653061224","1906.4374999999998","284.484375","1035.142857142857","4235.12174817898","118.4521484375","12443.272727272726","12932.117647058823","12165.884297520663","130.96","2.0","122.88888888888889","9394.560000000001","2697.428571428571","74.0"
"original","ngtdm","Busyness","4.4259259259259265","680.841229197432","182.47622799584087","12.577779706489743","180.86523066708307","11.53690204593113","4.8488092469177975","0.46385761422184646","16.03284537566452","7.98787899976902","7.261482304245463","18.457260071527806","10.777622508639787","27.736858321924625","11.554745155638011","1.5555555555555556","1.3966431229589125","4.731880877097782","1.3428420626206339","4.284821428571428"
"original","ngtdm","Coarseness","0.22594142259414224","0.017258061786080116","0.015817751539830296","0.012030405445534237","0.022860200212974784","0.05778558784780431","0.03188520217745653","0.3117504999456453","0.07896024798754973","0.01855964327618453","0.04964913507792894","0.009250732720808282","0.014361857674734814","0.026701449957855197","0.1267259203524045","0.6428571428571428","0.5275808065428285","0.12130293350541446","0.10288469402516257","0.2042092102521359"
"original","ngtdm","Complexity","0.24588477366255146","0.4109498893601516","0.3318640970432967","0.9877370482175009","0.4069223145349191","0.13110115961285376","0.8999565598700164","0.5294282244062021","0.21285042939234025","0.8729483035892233","0.2940341281488919","1.2121647743213984","0.9397441312013632","0.1725859433906839","0.3849290474216114","0.5185185185185185","0.1353888741643844","0.06440487277788119","0.4336321940974137","0.2798250728862973"
"original","ngtdm","Contrast","0.034967176170879875","0.09314495707598867","0.06783453860764262","0.012208438515854958","0.083812514919365","0.009914080243284966","0.012542545611524562","0.007377566129623055","0.035539864197575426","0.009856311265586934","0.04604065319587459","0.02114606987355835","0.012796229020138368","0.01637913267869144","0.062318366765487375","0.06172839506172839","0.015241834210493105","0.002707841402401848","0.0036227197098018106","0.032274052478134106"
"original","ngtdm","Strength","0.22066549912434327","0.01726502543543699","0.015449078302845533","0.0298245524804659","0.022992695127452095","0.05837190031780033","0.07623169591799861","0.41877789416005934","0.07613917986845942","0.04666338923681666","0.05155981459298995","0.024456992646096447","0.03545615046110763","0.0271693175123113","0.13410805083720775","0.75","0.4483115538879544","0.1186439630675529","0.2111504949418746","0.21680216802168023"
